JEDN.EWID.;OBRĘB;DZIAŁKA;ARKUSZ;POW.DZ.[ha];NUMER JRG;CHAR.WŁADANIA;UDZIAŁ;GRUPA;UŻYTKI - SYMBOL;UŻYTKI - POW.[ha];DOKUMENT - SYGN.;DOKUMENT - RODZAJ;AKTUALIZACJA UW.;Wartość zł;Wartość drogi;Wartość rowy;Wartość B-RV;Wartość B-RVI;Wartość N;Wartość RIVa;Wartość RIVb;Wartość RV;Wartość RVI;Wartość B-RIVa;Wartość B-Ivb;Wartość Wp;Wartość B;Wartość ŁIII;Wartość ŁIV;Wartość ŁV;Wartość ŁVI;Wartość PsIII;Wartość PsIV;Wartość PsV;Wartość PsVI;Wartość LsIII;Wartość LsIV;WartośćLsV;WarośćLsVI;Wartość Ba;Wartość Bp;Wartość Bi;Wartość Ws;wartość K;Wartość Lz-RIV;Wartość Lz-RV;Wartość Lz-RVI;Wartość S-RV;Wartość B-ŁIV;Wartość S-ŁIV;Wartość S-ŁV;Wartość Lz-ŁIV;Wartość B-PsVI;Wartość S-PsV;Wartość bz;Wartość Wp;Wartość Wsr;pow. zabudowy;aktualne wyk;plan;przeznaczenie w planie lub studium;uwagi;wartość szacunkowa została określona przez: ……………..skład komisji
POKÓJ;DOMARADZ   0027;773/4;3;0,0357;364;właściciel;;4,1;PsV;0,0357;64657;Księga wieczysta;;759,7674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;759,7674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;773/5;3;0,049;364;właściciel;;4,1;PsV;0,049;64658;Księga wieczysta;;1042,818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1042,818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;773/6;3;0,0617;364;właściciel;;4,1;PsV;0,0617;64659;Księga wieczysta;;1313,0994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1313,0994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;518/3;2;0,0623;364;właściciel;;4,1;PsVI;0,0623;60805;Księga wieczysta;;1325,8686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1325,8686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;1069;3;0,24;364;właściciel;;4,1;RIVa;0,01;71651;Księga wieczysta;;288,75;0;0;0;0;0;288,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;327;2;0,12;404;właściciel;;4,1;RIVa;0,02;59684;Księga wieczysta;;577,5;0;0;0;0;0;577,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;331;2;0,26;460;właściciel;;4,1;RIVa;0,07;72038;Księga wieczysta;;2021,25;0;0;0;0;0;2021,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;431;2;0,12;364;właściciel;;4,1;RIVa;0,06;71640;Księga wieczysta;;1732,5;0;0;0;0;0;1732,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;754/1;3;0,01;364;właściciel;;4,1;RIVa;0,01;ZD 3053;Księga wieczysta;;288,75;0;0;0;0;0;288,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;1062/1;3;0,2547;364;właściciel;;4,1;RIVb;0,09;63102;Księga wieczysta;;2598,75;0;0;0;0;0;0;2598,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;335/1;2;0,56;364;właściciel;;4,1;RIVb;0,08;71638;Księga wieczysta;;2310;0;0;0;0;0;0;2310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;343/4;2;0,05;364;właściciel;;4,1;RIVb;0,01;G.IV-7227/542/92;DECYZJA WOJEWODY;;288,75;0;0;0;0;0;0;288,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;447/1;2;1,96;364;właściciel;;4,1;RIVb;0,18;54621;Księga wieczysta;;5197,5;0;0;0;0;0;0;5197,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;67;1;1,46;398;właściciel;;4,1;RIVb;0,02;54621;Księga wieczysta;;577,5;0;0;0;0;0;0;577,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;1091;3;0,26;364;właściciel;;4,1;RV;0,03;54621;Księga wieczysta;;638,46;0;0;0;0;0;0;0;638,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;165/2;2;0,22;364;właściciel;;4,1;RV;0,11;67730;Księga wieczysta;;2341,02;0;0;0;0;0;0;0;2341,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;177;2;0,18;3;właściciel;;4,1;RV;0,03;G.IV-7227/542/92;DECYZJA WOJEWODY;;638,46;0;0;0;0;0;0;0;638,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;281;2;2,04;364;właściciel;;4,1;RV;0,2;54621;Księga wieczysta;;4256,4;0;0;0;0;0;0;0;4256,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;417/1;2;1,14;364;właściciel;;4,1;RV;0,12;54621;Księga wieczysta;;2553,84;0;0;0;0;0;0;0;2553,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;456;2;0,24;364;właściciel;;4,1;RV;0,08;71641;Księga wieczysta;;1702,56;0;0;0;0;0;0;0;1702,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;676/1;3;0,39;12;właściciel;;4,1;RV;0,39;71659;Księga wieczysta;;8299,98;0;0;0;0;0;0;0;8299,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;740;3;0,16;9;właściciel;;4,1;RV;0,05;74423;Księga wieczysta;;1064,1;0;0;0;0;0;0;0;1064,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;741/3;3;0,08;364;właściciel;;4,1;RV;0,03;71646;Księga wieczysta;;638,46;0;0;0;0;0;0;0;638,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;741/4;3;0,27;364;właściciel;;4,1;RV;0,04;71647;Księga wieczysta;;851,28;0;0;0;0;0;0;0;851,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;761;3;0,46;364;właściciel;;4,1;RV;0,22;71648;Księga wieczysta;;4682,04;0;0;0;0;0;0;0;4682,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;763;3;0,57;364;właściciel;;4,1;RV;0,07;71649;Księga wieczysta;;1489,74;0;0;0;0;0;0;0;1489,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;922;3;0,19;364;właściciel;;4,1;RV;0,07;G.IV-7227/542/92;DECYZJA WOJEWODY;;1489,74;0;0;0;0;0;0;0;1489,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;976;3;0,53;364;właściciel;;4,1;RV;0,35;54621;Księga wieczysta;;7448,7;0;0;0;0;0;0;0;7448,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;983;3;0,93;364;właściciel;;4,1;RV;0,34;54621;Księga wieczysta;;7235,88;0;0;0;0;0;0;0;7235,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;193/2;2;0,24;474;właściciel;;4,1;RVI;0,07;72905;Księga wieczysta;;1489,74;0;0;0;0;0;0;0;0;1489,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;34/3;1;0,4;364;właściciel;;4,1;RVI;0,4;60804;Księga wieczysta;;8512,8;0;0;0;0;0;0;0;0;8512,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;505/1;2;0,77;364;właściciel;;4,1;RVI;0,21;54621;Księga wieczysta;;4469,22;0;0;0;0;0;0;0;0;4469,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;518/6;2;0,5957;364;właściciel;;4,1;RVI;0,4957;60805;Księga wieczysta;;10549,4874;0;0;0;0;0;0;0;0;10549,4874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;503;2;0,24;364;właściciel;;4,1;S-ŁV;0,13;71642;Księga wieczysta;;2766,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2766,66;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;505/2;2;0,43;364;właściciel;;4,1;S-RV;0,13;71643;Księga wieczysta;;2766,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2766,66;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;739;3;0,73;4;właściciel;;4,1;S-RV;0,15;71660;Księga wieczysta;;3192,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3192,3;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;rola;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;389;2;0,05;334;właściciel;;4,1;W;0,05;74495;Księga wieczysta;;325;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;melioracje;melioracje;woda;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;773/8;3;0,0584;364;właściciel;;4,1;W;0,0584;64661;Księga wieczysta;;379,6;0;379,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;melioracje;melioracje;woda;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;805/1;3;3,28;392;właściciel;;5;W;0,0500;43287;Księga wieczysta;;325;0;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;melioracje;melioracje;woda;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZ   0027;167;2;0,27;3;właściciel;;4,1;Ws;0,07;71653;Księga wieczysta;;455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;woda;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;138/4;1;0,004;5;właściciel;;4,1;B-RV;0,004;43048;Księga wieczysta;;400;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;zabudowa mieszkaniowa, usługi dla ludności;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;228;1;0,06;5;właściciel;;4,1;B-RV;0,06;ZD2885;Księga wieczysta;;6000;0;0;6000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;zabudowa mieszkaniowa, usługi dla ludności;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;393/4;1;0,006;182;właściciel;;4,1;Ba;0,006;74085;Księga wieczysta;;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rezerwa do sprzedaży;sprzedaż;zabudowa mieszkaniowa, usługi dla ludności;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;118;1;0,65;140;właściciel;;4,1;dr;0,65;G.IV-7227/531/92;DECYZJA WOJEWODY;;13000;13000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;155;1;0,06;140;właściciel;;4,1;dr;0,06;G.IV-7227/531/92;DECYZJA WOJEWODY;;1200;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;16;1;0,2;140;właściciel;;4,1;dr;0,2;G.IV-7227/531/92;DECYZJA WOJEWODY;;4000;4000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;160;1;0,16;140;właściciel;;4,1;dr;0,16;G.IV-7227/531/92;DECYZJA WOJEWODY;;3200;3200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;166;1;0,04;140;właściciel;;4,1;dr;0,04;G.IV-7227/531/92;DECYZJA WOJEWODY;;800;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;175;1;0,71;140;właściciel;;4,1;dr;0,71;G.IV-7227/531/92;DECYZJA WOJEWODY;;14200;14200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;176/10;1;0,02;140;właściciel;;4,1;dr;0,02;G.IV-7227/531/92;DECYZJA WOJEWODY;;400;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;206;1;0,5;140;właściciel;;4,1;dr;0,5;G.IV-7227/531/92;DECYZJA WOJEWODY;;10000;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;238;1;0,02;140;właściciel;;4,1;dr;0,02;G.IV-7227/531/92;DECYZJA WOJEWODY;;400;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;252;1;0,42;140;właściciel;;4,1;dr;0,42;G.IV-7227/531/92;DECYZJA WOJEWODY;;8400;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;254;1;0,1;140;właściciel;;4,1;dr;0,1;G.IV-7227/531/92;DECYZJA WOJEWODY;;2000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;261;1;0,14;140;właściciel;;4,1;dr;0,14;G.IV-7227/531/92;DECYZJA WOJEWODY;;2800;2800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;267;1;0,39;140;właściciel;;4,1;dr;0,39;G.IV-7227/531/92;DECYZJA WOJEWODY;;7800;7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;271;1;0,16;140;właściciel;;4,1;dr;0,16;G.IV-7227/531/92;DECYZJA WOJEWODY;;3200;3200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;275;1;0,11;140;właściciel;;4,1;dr;0,11;G.IV-7227/531/92;DECYZJA WOJEWODY;;2200;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;277/1;1;0,47;225;właściciel;;4,1;dr;0,07;74082;Księga wieczysta;;1400;1400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;279;1;0,84;140;właściciel;;4,1;dr;0,84;G.IV-7227/531/92;DECYZJA WOJEWODY;;16800;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
POKÓJ;DOMARADZKA KUŹNIA   0029;293;1;0,08;140;właściciel;;4,1;dr;0,08;G.IV-7227/531/92;DECYZJA WOJEWODY;;1600;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;droga;droga;droga;;Joanna Ptaszek, Beata Pyrek, Tomasz Głuszkiewicz
